Count,Feeder,PoleId,Permanent Pole ID,Primary,Neutral,Secondary,Construction Primary,Type,Ht,X,Y,Lat,Lon,Location,Phasing,"Length, Primary",Old Id,Remarks
1011,4,ALA0165,ALA0165,,,,C2,W,35,43644951.59,5969245.867,16.18377104,119.9354351,Inerangan,ABC,47.3,ALA0165,
1012,4,ALA0166,ALA0166,,,,C1,W,35,43644828.19,5969340.134,16.18401982,119.935096,Inerangan,ABC,46.8,ALA0166,
1013,4,ALA0167,ALA0167,,,,C1,W,35,43644708.07,5969432.667,16.18426402,119.9347659,Inerangan,ABC,45.7,ALA0167,
1014,4,ALA0168,ALA0168,,,,C1,W,35,43644584.34,5969519.428,16.18449299,119.9344259,Inerangan,ABC,45.6,ALA0168,
1023,4,ALA0169,ALA0169,,,,C2,W,35,43644459.96,5969608.842,16.18472896,119.9340841,Inerangan,ABC,46.2,ALA0169,
1024,4,ALA0170,ALA0170,,,,C2,C,35,43644328.19,5969700.571,16.18497104,119.933722,Inerangan,ABC,48.5,ALA0170,
1025,4,ALA0171,ALA0171,,,,C1,C,35,43644175.38,5969784.324,16.18519207,119.9333021,Inerangan,ABC,52.8,ALA0171,
1026,4,ALA0172,ALA0172,,,,C1,C,35,43644054.46,5969843.012,16.18534695,119.9329698,Inerangan,ABC,4.8,ALA0172,
1027,4,ALA0173,ALA0173,,,,C2,C,35,43643921.67,5969912.79,16.1855311,119.9326049,Inerangan,ABC,45.5,ALA0173,
1028,4,ALA0174,ALA0174,,,,C1,C,35,43643740.48,5969963.85,16.18566585,119.932107,Inerangan,ABC,57.4,ALA0174,
1029,4,ALA0175,ALA0175,,,,C2,C,35,43643592.05,5969994.581,16.18574695,119.9316991,Inerangan,ABC,46.3,ALA0175,
1030,4,ALA0176,ALA0176,,,,C1X,W,35,43643445.72,5970024.963,16.18582713,119.931297,Inerangan,ABC,45.6,ALA0176,
1031,4,ALA0177,ALA0177,,,,C1X,W,35,43643285.6,5970055.925,16.18590884,119.930857,Inerangan,ABC,49.8,ALA0177,
1032,4,ALA0178,ALA0178,,,,C8,W,35,43643139.28,5970076.834,16.18596402,119.9304549,Inerangan,ABC,45.2,ALA0178,
1033,4,ALA0183,ALA0183,2b,2b,1/0i,C8,W,35,43660830.86,5958776.294,16.15613902,119.979071,San Jose Drive,CBA,33,ALA0183,
1034,4,ALA0184,ALA0184,2b,2b,1/0i,C15,C,35,43660886.9,5958871.359,16.15638994,119.979225,San Jose Drive,CBA,32,ALA0184,
1035,4,ALA0185,ALA0185,2b,2b,1/0i,C15,W,35,43660969.87,5959003.269,16.15673811,119.979453,San Jose Drive,CBA,46,ALA0185,
1036,4,ALA0186,ALA0186,2b,2b,1/0i,C14,C,35,43661050.65,5959134.255,16.15708384,119.979675,San Jose Drive,CBA,49,ALA0186,
1037,4,ALA0187,ALA0187,2b,2b,1/0i,C1,W,35,43661138.43,5959274.137,16.15745305,119.9799162,San Jose Drive,CBA,50,ALA0187,
1038,4,ALA0188,ALA0188,2b,2b,1/0i,C1,W,35,43661226.38,5959418.062,16.15783293,119.9801579,San Jose Drive,CBA,36,ALA0188,
1039,4,ALA0189,ALA0189,2b,2b,1/0i,C1,W,35,43661290.07,5959523.407,16.15811098,119.9803329,San Jose Drive,CBA,26,ALA0189,
1040,4,ALA0190,ALA0190,2b,2b,1/0i,C1/A5-1,C,35,43661335.99,5959601.488,16.15831707,119.9804591,San Jose Drive,CBA,45,ALA0190,
1047,4,ALA0191,ALA0191,2b,2b,1/0i,C1X,W,35,43661412.34,5959721.158,16.15863293,119.9806689,San Jose Drive,CBA,42,ALA0191,
1048,4,ALA0192,ALA0192,2b,2b,1/0i,C1,W,35,43661480.79,5959830.315,16.15892104,119.980857,San Jose Drive,CBA,38,ALA0192,
1049,4,ALA0193,ALA0193,2b,2b,1/0i,C1-C7,W,35,43661560.48,5959951.16,16.15924,119.981076,San Jose Drive,CBA,47,ALA0193,
1050,4,ALA0194,ALA0194,2b,2b,1/0i,C1,S,35,43661642.76,5960094.021,16.15961707,119.9813021,San Jose Drive,CBA,44,ALA0194,
1051,4,ALA0195,ALA0195,2b,2b,1/0i,C15,W,35,43661729.66,5960227.32,16.1599689,119.9815409,San Jose Drive,CBA,47,ALA0195,
1052,4,ALA0196,ALA0196,2b,2b,1/0i,C1,W,35,43661818.86,5960370.209,16.16034604,119.981786,San Jose Drive,CBA,50,ALA0196,
1053,4,ALA0197,ALA0197,2b,2b,1/0i,C1,W,35,43661915.25,5960516.792,16.16073293,119.9820509,San Jose Drive,CBA,52,ALA0197,
1054,4,ALA0198,ALA0198,2b,2b,1/0i,C1,W,35,43661990.25,5960655.866,16.1611,119.982257,Sabaro,CBA,46,ALA0198,
1055,4,ALA0198-1,ALA0198A,2b,2b,1/0i,C1,C,35,43662053.94,5960752.547,16.16135518,119.982432,Sabaro,CBA,34,ALA0198-1,
1056,4,ALA0198-1-R1,ALA0198B,2b,2b,1/0i,C7,C,35,43662072.5,5960727.852,16.16129,119.982483,Sabaro,CBA,8,,
1057,4,ALA0199,ALA0199,2b,2b,1/0i,C1-C7,W,35,43662078.36,5960800.6,16.16148201,119.9824991,Sabaro,CBA,15,ALA0199,
1058,4,ALA0200,ALA0200,2b,2b,1/0i,C1,C,35,43662168.57,5960945.335,16.16186402,119.982747,Sabaro,CBA,50,ALA0200,
1059,4,ALA0201,ALA0201,2b,2b,1/0i,C1/A5-1,C,35,43662260.31,5961101.046,16.162275,119.9829991,Sabaro,CBA,53,ALA0201,
1085,4,ALA0202,ALA0202,2b,2b,,C8,C,35,43662403.32,5961334.034,16.16288994,119.9833921,Sabaro,CBA,81,ALA0202,
1086,4,ALA0203,ALA0203,2b,2b,2b,C1,S,35,43662540.88,5961568.178,16.16345,119.983737,Sabaro,CBA,80,ALA0203,
1087,4,ALA0203-1,ALA0203A,2b,2b,2b,C1/A5-1,S,35,43662553.54,5961589.778,16.16356494,119.9838049,Sabaro,CBA,7,ALA0203-1,
1095,4,ALA0204,ALA0204,2b,2b,2b,C1-C7,C,35,43662641.28,5961726.197,16.163925,119.984046,Sabaro,CBA,55,ALA0204,
1096,4,ALA0205,ALA0205,2b,2b,1/0i,C1,W,35,43662732.62,5961873.59,16.16431402,119.984297,Sabaro,CBA,51,ALA0205,
1097,4,ALA0206,ALA0206,2b,2b,1/0i,C1,W,35,43662826.47,5962029.648,16.16472591,119.9845549,Sabaro,CBA,54,ALA0206,
1098,4,ALA0207,ALA0207,2b,2b,1/0i,C1/A5-1,S,35,43662916.75,5962182.012,16.16512805,119.984803,Sabaro,CBA,52,ALA0207,
1099,4,ALA0208,ALA0208,2b,2b,1/0i,C1,C,35,43662995.32,5962302.144,16.16544512,119.9850189,Sabaro,CBA,42,ALA0208,
1100,4,ALA0209,ALA0209,2b,2b,1/0i,C1,C,35,43663075.74,5962432.443,16.16578902,119.9852399,Magsaysay,CBA,45,ALA0209,
1101,4,ALA0210,ALA0210,2b,2b,1/0i,C1-C7,C,35,43663149.98,5962564.708,16.16613811,119.9854439,Magsaysay,CBA,45,ALA0210,
1106,4,ALA0210-1,ALA0210A,2b,2b,1/0i,C1,C,35,43663242.37,5962710.897,16.16652395,119.9856978,Magsaysay,CBA,22,,
1107,4,ALA0211,ALA0211,2b,2b,1/0i,C1,C,35,43663244.96,5962716.262,16.16653811,119.9857049,Magsaysay,CBA,30,ALA0211,
1108,4,ALA0211A,ALA0211A,2b,2b,1/0i,C8,C,35,43663310.13,5962813.594,16.166795,119.985884,Magsaysay,CBA,,,
1109,4,ALA0212,ALA0212,2b,2b,1/0i,C1,W,35,43663335.93,5962861.349,16.16692104,119.9859549,Magsaysay,CBA,50,ALA0212,
1110,4,ALA0213,ALA0213,2b,2b,1/0i,C1,W,35,43663414.94,5962990.148,16.16726098,119.986172,Magsaysay,CBA,44,ALA0213,
1111,4,ALA0214,ALA0214,2b,2b,1/0i,C1,W,35,43663486.59,5963113.287,16.16758598,119.9863689,Magsaysay,CBA,42,ALA0214,
1112,4,ALA0215,ALA0215,2b,2b,1/0i,C1,S,35,43663579.13,5963256.522,16.16796402,119.9866232,Magsaysay,CBA,50,ALA0215,
1113,4,ALA0216,ALA0216,2b,2b,1/0i,C1,W,35,43663666.43,5963407.733,16.16836311,119.9868631,Magsaysay,CBA,51,ALA0216,
1114,4,ALA0217,ALA0217,2b,2b,1/0i,C1,C,35,43663758.06,5963565.294,16.16877896,119.9871149,Magsaysay,CBA,54,ALA0217,
1115,4,ALA0218,ALA0218,2b,2b,1/0i,C1,W,35,43663863.59,5963732.794,16.16922104,119.9874049,Magsaysay,CBA,58,ALA0218,
1116,4,ALA0219,ALA0219,2b,2b,1/0i,C1,C,35,43663944.45,5963872.567,16.16958994,119.9876271,Magsaysay,CBA,47,ALA0219,
1120,4,ALA0220,ALA0220,2b,2b,1/0i,C1X,C,35,43664030.33,5964004.486,16.16993811,119.9878631,Magsaysay,CBA,46,ALA0220,
1121,4,ALA0221,ALA0221,2b,2b,1/0i,C1,,35,43664129.64,5964158.586,16.17034482,119.988136,Magsaysay,CBA,54,ALA0221,
1122,4,ALA0222,ALA0222,2b,2b,1/0i,C1,,35,43664227.17,5964315.573,16.17075915,119.988404,Magsaysay,CBA,51,ALA0222,
1123,4,ALA0223,ALA0223,2b,2b,1/0i,C1,,35,43664317.02,5964465.165,16.17115396,119.9886509,Magsaysay,CBA,62,ALA0223,
1124,4,ALA0224,ALA0224,2b,2b,1/0i,C1-C7,,35,43664425.86,5964645.951,16.1716311,119.98895,Magsaysay,CBA,63,ALA0224,
1125,4,ALA0225,ALA0225,2b,2b,1/0i,C1,,35,43664538.71,5964828.928,16.17211402,119.9892601,Magsaysay,CBA,40,ALA0225,
1126,4,ALA0226,ALA0226,2b,2b,1/0i,C1,,35,43664608.91,5964944.908,16.17242012,119.989453,Magsaysay,CBA,46,ALA0226,
1127,4,ALA0227,ALA0227,2b,2b,1/0i,C1,,35,43664693.69,5965077.06,16.1727689,119.989686,Magsaysay,CBA,49,ALA0227,
1128,4,ALA0228,ALA0228,2b,2b,1/0i,C1,,35,43664778.45,5965219.609,16.17314512,119.9899189,Magsaysay,CBA,49,ALA0228,
1129,4,ALA0229,ALA0229,2b,2b,1/0i,C1,,35,43664865.42,5965362.39,16.17352195,119.9901579,Magsaysay,CBA,51,ALA0229,
1130,4,ALA0230,ALA0230,2b,2b,1/0i,C1,,35,43664953.19,5965511.294,16.17391494,119.9903991,Magsaysay,CBA,52,ALA0230,
1131,4,ALA0230-1,ALA0230A,2b,2b,,A5,C,35,43664934.45,5965554.89,"	16.17403",119.9903476,Magsaysay,,,,
1132,4,ALA0231,ALA0231,2b,2b,1/0i,C1X,,35,43665048.17,5965659.849,16.17430701,119.9906601,Magsaysay,CBA,47,ALA0231,
1133,4,ALA0232,ALA0232,2b,2b,1/0i,C1X,,35,43665130.38,5965798.936,16.17467409,119.990886,Magsaysay,CBA,52,ALA0232,
1134,4,ALA0233,ALA0233,2b,2b,1/0i,C1,S,35,43665227.21,5965946.337,16.17506311,119.9911521,Magsaysay,CBA,50,ALA0233,
1135,4,ALA0234,ALA0234,2b,2b,1/0i,C1,W,35,43665308.66,5966095.587,16.17545701,119.9913759,Magsaysay,CBA,48,ALA0234,
1136,4,ALA0235,ALA0235,2b,2b,1/0i,C1,W,35,43665404.07,5966242.643,16.17584512,119.9916381,Magsaysay,CBA,50,ALA0235,
1137,4,ALA0236,ALA0236,2b,2b,1/0i,C1,W,35,43665488.06,5966382.77,16.17621494,119.9918689,Magsaysay,CBA,50,ALA0236,
1138,4,ALA0237,ALA0237,2b,2b,1/0i,C1,W,35,43665576.49,5966527.515,16.17659695,119.9921119,Magsaysay,CBA,48,ALA0237,
1139,4,ALA0237-1,ALA0237A,2b,2b,1/0i,C1X,S,35,43665594.36,5966549.927,16.1766561,119.992161,Magsaysay,CBA,8,ALA0237-1,
1140,4,ALA0237-1-01,ALA4152,,,,C15,C,35,43665682.06,5966503.28,16.17653299,119.992402,Island Front,CBA,29,,
1141,4,ALA0237-1-02,ALA4153,,,,C15,C,35,43665815.97,5966413.495,16.17629603,119.99277,Island Front,CBA,47,,
1142,4,ALA0237-1-03,ALA4154,,,,C15,C,35,43665918.96,5966324.062,16.17606,119.993053,Island Front,CBA,39,,
1143,4,ALA0237-1-04,ALA4155,,,,C7-C7-1,C,35,43666035.04,5966225.926,16.175801,119.993372,Island Front,CBA,44,,
1144,4,ALA0237-1-05,ALA4160,,,,C7/A5-1,C,35,43665969.91,5966151.672,16.17560503,119.993193,Island Front,CBA,28,,
1145,4,ALA0237-1-05-1,ALA4161,,,,J10,C,30,43665857.46,5966235.391,16.17582598,119.992884,Island Front,,41,,
1146,4,ALA0237-1-05-2,ALA4162,,,,J6,C,30,43665728.64,5966348.327,16.17612404,119.99253,Island Front,,50,,
1147,4,ALA0237-1-05-A,ALA4165,,,,A4,C,30,43665876.75,5966088.759,16.17543899,119.992937,Island Front,A,32,,
1148,4,ALA0237-1-05-A-1,ALA4166,,,,J6,C,30,43665808.33,5966141.067,16.17557704,119.992749,Island Front,,25,,
1149,4,ALA0237-1-05-B,ALA4167,,,,A5,C,30,43666024.85,5965969.405,16.17512399,119.993344,Island Front,A,55,,
1150,4,ALA0237-1-05-C,ALA4168,,,,J6J6,C,30,43666157.68,5965858.757,16.17483197,119.993709,Island Front,,50,,
1151,4,ALA0237-1-05-D,ALA4169,,,,J6J6,C,30,43666233.74,5965930.374,16.17502098,119.993918,Island Front,,30,,
1152,4,ALA0237-1-07,ALA4164,,,,A5/37.5,C,30,43666159.86,5965999.353,16.17520303,119.993715,Island Front,C,39,,
1153,4,ALA0237-1-06,ALA4163,,,,A1,C,30,43666053.6,5966080.435,16.17541702,119.993423,Island Front,C,32,,
1154,4,ALA0237-1-04-1,ALA4156,,,,A4,C,30,43666097.27,5966322.539,16.17605598,119.993543,Island Front,A,33,,
1155,4,ALA0237-1-04-2,ALA4157,,,,A1,C,30,43665979.37,5966419.914,16.17631297,119.993219,Island Front,A,44,,
1156,4,ALA0237-1-04-3,ALA4158,,,,A5/37.5,C,30,43665897.49,5966484.354,16.17648304,119.992994,Island Front,A,30,,
1157,4,ALA0237-1-04-4,ALA4159,,,,J6,C,30,43665766.48,5966588.523,16.17675796,119.992634,Island Front,A,49,,
1158,4,ALA0238,ALA0238,2b,2b,1/0i,C1,W,35,43665666.81,5966673.417,16.17698201,119.9923601,Lucap,CBA,42,ALA0238,
1159,4,ALA0238-1,ALA0238A,2b,2b,1/0i,C1,C,35,43665677,5966693.518,16.17703506,119.9923881,Lucap,CBA,6,ALA0238-1,
1160,4,ALA0239,ALA0239,2b,2b,1/0i,C1,W,35,43665750.11,5966817.011,16.17736098,119.992589,Lucap,CBA,42,ALA0239,
1161,4,ALA0240,ALA0240,2b,2b,1/0i,C1,C,35,43665837.77,5966963.258,16.17774695,119.9928299,Lucap,CBA,50,ALA0240,
1162,4,ALA0241,ALA0241,2b,2b,1/0i,C1,W,35,43665931.73,5967117.477,16.17815396,119.9930881,Lucap,CBA,53,ALA0241,
1163,4,ALA0241A,ALA0241A,2b,2b,1/0i,C3/C7-1,C,35,43665973.18,5967194.411,16.178357,119.993202,Lucap,,,,
1164,4,ALA0241A-1,ALA0241B,2b,2b,,C7,C,35,43665937.52,5967198.2,"	16.178367",119.993104,Lucap,,,,
1165,4,ALA0242,ALA0242,2b,2b,1/0i,C1,W,35,43666012.85,5967246.746,16.17849512,119.993311,Lucap,CBA,45,ALA0242,
1166,4,ALA0243,ALA0243,2b,2b,1/0i,C1,C,35,43666096.51,5967385.025,16.17886006,119.9935409,Lucap,CBA,48,ALA0243,
1167,4,ALA0244,ALA0244,2b,2b,1/0i,C1,W,35,43666180.24,5967517.644,16.17921006,119.993771,Lucap,CBA,46,ALA0244,
1168,4,ALA0245,ALA0245,2b,2b,1/0i,C1,W,35,43666276.68,5967677.525,16.17963201,119.994036,Lucap,CBA,55,ALA0245,
1169,4,ALA0246,ALA0246,2b,2b,1/0i,C2,W,35,43666363.65,5967817.768,16.18000213,119.994275,Lucap,CBA,49,ALA0246,
1170,4,ALA0246-1,ALA0246A,2b,2b,1/0i,C1,C,35,43666369.87,5967824.933,16.18002104,119.9942921,Lucap,CBA,2,ALA0246-1,
1171,4,ALA0247,ALA0247,2b,2b,1/0i,C1,W,35,43666449.2,5967949.235,16.18034909,119.9945101,Lucap,CBA,43,ALA0247,
1172,4,ALA0248,ALA0248,2b,2b,1/0i,C1,W,35,43666514.63,5968048.814,16.18061189,119.9946899,Lucap,CBA,35,ALA0248,
1173,4,ALA0249,ALA0249,2b,2b,1/0i,C1,W,35,43666633.7,5968222.792,16.18107104,119.9950171,Lucap,CBA,62,ALA0249,
1174,4,ALA0250,ALA0250,2b,2b,1/0i,C1,W,35,43666728.64,5968364.074,16.1814439,119.995278,Lucap,CBA,50,ALA0250,
1175,4,ALA0251,ALA0251,2b,2b,1/0i,C1,W,35,43666818.86,5968491.844,16.1817811,119.9955259,Lucap,CBA,45,ALA0251,
1176,4,ALA0252,ALA0252,2b,2b,1/0i,C1,W,35,43666909.18,5968626.658,16.18213689,119.9957741,Lucap,CBA,48,ALA0252,
1177,4,ALA0253,ALA0253,2b,2b,1/0i,C1,W,35,43666996.48,5968758.934,16.18248598,119.996014,Lucap,CBA,47,ALA0253,
1178,4,ALA0254,ALA0254,2b,2b,1/0i,C1,W,35,43667088.91,5968890.862,16.18283415,119.996268,Lucap,CBA,47,ALA0254,
1179,4,ALA0254-1,ALA0254A,2b,2b,1/0i,C1X,C,35,43667169.33,5969017.36,16.18316799,119.996489,Lucap,CBA,44,ALA0254-1,
1180,4,ALA0255,ALA0255,2b,2b,1/0i,C1,W,35,43667268.31,5969158.299,16.18353994,119.996761,Lucap,CBA,51,ALA0255,
1181,4,ALA0256,ALA0256,2b,2b,1/0i,C1,W,35,43667358.16,5969295.539,16.18390213,119.9970079,Lucap,CBA,48,ALA0256,
1182,4,ALA0257,ALA0257,2b,2b,1/0i,C1,S,35,43667457.58,5969434.978,16.18427012,119.9972811,Lucap,CBA,51,ALA0257,
1183,4,ALA0258,ALA0258,2b,2b,1/0i,C1,S,35,43667554.34,5969575.918,16.18464207,119.997547,Lucap,CBA,50,ALA0258,
1184,4,ALA0259,ALA0259,2b,2b,1/0i,C1X,W,35,43667641.31,5969703.228,16.18497805,119.997786,Lucap,CBA,45,ALA0259,
1185,4,ALA0260,ALA0260,2b,2b,1/0i,C1,W,35,43667728.62,5969835.502,16.18532713,119.9980259,Lucap,CBA,47,ALA0260,
1186,4,ALA0261,ALA0261,2b,2b,1/0i,C1,W,35,43667829.45,5969976.446,16.18569909,119.998303,Lucap,CBA,51,ALA0261,
1187,4,ALA0262,ALA0262,2b,2b,1/0i,C1,W,35,43667910.24,5970102.945,16.18603293,119.998525,Lucap,CBA,44,ALA0262,
1188,4,ALA0263,ALA0263,2b,2b,1/0i,C1,S,35,43668006.64,5970245.387,16.18640884,119.9987899,Lucap,CBA,51,ALA0263,
1189,4,ALA0264,ALA0264,2b,2b,1/0i,C1,W,35,43668101.94,5970389.795,16.18678994,119.9990518,Lucap,CBA,51,ALA0264,
1190,4,ALA0265,ALA0265,2b,2b,1/0i,C1,W,35,43668199.91,5970528.542,16.1871561,119.999321,Lucap,CBA,50,ALA0265,
1191,4,ALA0266,ALA0266,2b,2b,1/0i,C1,C,35,43668293.1,5970670.984,16.18753201,119.9995771,Lucap,CBA,50,ALA0266,
1192,4,ALA0267,ALA0267,2b,2b,1/0i,C1,W,35,43668386.19,5970810.426,16.1879,119.9998329,Lucap,CBA,49,ALA0267,
1193,4,ALA0268,ALA0268,2b,2b,1/0i,C1,W,35,43668479.39,5970949.867,16.18826799,120.000089,Lucap,CBA,49,ALA0268,
1194,4,ALA0269,ALA0269,2b,2b,1/0i,C1,W,35,43668569.27,5971084.341,16.18862287,120.000336,Lucap,CBA,48,ALA0269,
1195,4,ALA0270,ALA0270,2b,2b,1/0i,C1,W,35,43668669.34,5971228.054,16.18900213,120.000611,Lucap,CBA,52,ALA0270,
1196,4,ALA0271,ALA0271,2b,2b,1/0i,C1,W,35,43668773.75,5971372.813,16.18938415,120.0008979,Lucap,CBA,53,ALA0271,
1197,4,ALA0271-1,ALA0271A,2b,2b,1/0i,C1,S,35,43668824,5971450.793,16.18958994,120.001036,Lucap,CBA,27,ALA0271-1,
1198,,,ALA0271B,2b,2b,1/0i,C1,C,35,,,16.18966,120.001083,,,,,
1199,4,ALA0272,ALA0271C,2b,2b,1/0i,C14X,S,35,43668858.61,5971501.164,16.18972287,120.0011311,Lucap,CBA,18,ALA0272,
1200,4,ALA0273,ALA0273,2b,2b,1/0i,C1,C,35,43668957.23,5971638.409,16.19008506,120.0014021,Lucap,CBA,50,ALA0273,
1201,4,ALA0274,ALA0274,2b,2b,1/0i,C1,S,35,43669044.89,5971769.535,16.1904311,120.001643,Lucap,CBA,46,ALA0274,
1202,4,ALA0275,ALA0275,2b,2b,1/0i,C1,S,35,43669124.99,5971882.752,16.19072988,120.0018631,Lucap,CBA,41,ALA0275,
1203,4,ALA0275-01,ALA1820,2b,2b,,A14,s,35,43669183.18,5971851.357,16.19064703,120.002023,Inansuana,C,25,,
1204,4,ALA0275-02,ALA1821,2b,2b,,A14,s,35,43669293.07,5971777.829,16.19045299,120.002325,Inansuana,C,39,,
1205,4,ALA0275-03,ALA1822,2b,2b,1/0i,A3,S,30,43669353.08,5971579.72,16.18993018,120.0024899,Inansuana,C,61,ALA0274-2,
1206,4,ALA0275-04,ALA1823,2b,2b,1/0i,A2,C,30,43669444.53,5971404.582,16.18946799,120.0027412,Inansuana,C,58,ALA0274-3,
1207,4,ALA0275-05,ALA1824,2b,2b,1/0i,A14,S,30,43669574.01,5971113.568,16.1887,120.003097,Inansuana,C,94,ALA0274-4,
1208,4,ALA1825,ALA1825,2b,2b,2b,A1,W,30,43669669.75,5970885.866,16.18809909,120.0033601,Inansuana,C,73,ALA1825,
1209,4,ALA1826,ALA1826,2b,2b,2b,A1,W,30,43669737.76,5970735.796,16.18770305,120.003547,Inansuana,C,48,ALA1826,
1210,4,ALA1827,ALA1827,2b,2b,2b,A2,W,30,43669818.51,5970569.785,16.18726494,120.0037689,Inansuana,C,54,ALA1827,
1211,4,ALA1828,ALA1828,2b,2b,2b,A1,W,30,43669950.98,5970339.424,16.18665701,120.0041329,Inansuana,C,78,ALA1828,
1212,4,ALA1828-1,ALA1829,2b,2b,2b,A6,S,30,43670044.86,5970193.516,16.18627195,120.0043909,Inansuana,C,51,ALA1828-1,
1213,4,ALA1828-2,ALA1830,2b,2b,2b,A4,S,30,43670128.6,5970020.344,16.18581494,120.004621,Inansuana,C,56,ALA1828-2,
1214,4,ALA1828-3,ALA1831,2b,2b,2b,A1,S,30,43670240.32,5969697.911,16.18496402,120.004928,Inansuana,C,100,ALA1828-3,
1215,4,ALA1828-4,ALA1832,2b,2b,2b,A4,S,30,43670388.79,5969470.214,16.18436311,120.005336,Inansuana,C,80,ALA1828-4,
1216,4,ALA1828-4-1,ALA1833,2b,2b,,A1,C,30,43670323.65,5969424.349,16.18424207,120.005157,Inansuana,C,24,ALA1828-4-1,
1217,4,ALA1828-4-2,ALA1834,2b,2b,,A2,C,30,43670250.87,5969306.054,16.18392988,120.004957,Inansuana,C,41,ALA1828-4-2,
1218,4,ALA1828-4-3,ALA1835,2b,2b,,A5,C,30,43670131.84,5969211.787,16.1836811,120.0046299,Inansuana,C,45,ALA1828-4-3,
1219,4,ALA1828-5,ALA1835A,2b,2b,2b,A1,C,30,43670568.52,5969253.028,16.18378994,120.0058299,Inansuana,C,84,ALA1828-5,
1220,4,ALA1836,ALA1836,2b,2b,2b,A2,C,30,43670657.39,5969125.719,16.18345396,120.0060741,Inansuana,C,46,ALA1836,
1221,4,ALA1837,ALA1837,2b,2b,2b,A2,C,30,43670738.14,5968924.942,16.18292409,120.006296,Inansuana,C,63,ALA1837,
1222,4,ALA1837-1,ALA1837A,,2b,2b,j6,w,25,43670553.96,5968880.578,16.18280701,120.0057899,Inansuana,C,57,ALA1837-1,
1223,4,ALA1838,ALA1838,2b,2b,,A5,W,30,43670755.57,5968748.306,16.18245793,120.0063439,Inansuana,C,52,ALA1838,
1224,4,ALA0276,ALA0276,2b,2b,1/0i,C1,C,35,43669192.67,5971984.302,16.19099787,120.0020491,Lucap,CBA,36,ALA0276,
1225,4,ALA0277,ALA0277,2b,2b,1/0i,C1,C,35,43669275.97,5972103.757,16.19131311,120.002278,Lucap,CBA,43,ALA0277,
1226,4,ALA0278,ALA0278,2b,2b,1/0i,C1-C7,W,35,43669377.83,5972246.202,16.19168902,120.0025579,Lucap,CBA,52,ALA0278,
1227,4,ALA0278-1,ALA0278A,2b,2b,2i,C14X,S,35,43669512.87,5972211.314,16.19159695,120.002929,Lucap Blvd,ABC,42,ALA0278-1,
1228,4,,ALA0278B,2b,2b,2i,C14X,C,35,43669612.22,5972154.872,16.191361,120.003322,Lucap Blvd,,,,NEW ADD
1229,4,ALA0278-2,ALA4099,2b,2b,2i,C14X,S,35,43669722.44,5972084.81,16.19126311,120.0035049,Lucap Blvd,ABC,74,ALA0278-2,
1231,4,ALA0278-3,ALA4179,2b,2b,2i,C14X,S,35,43669826.16,5972025.314,16.1911061,120.0037899,Lucap Blvd,ABC,36,ALA0278-3,
1232,4,ALA0278-4,ALA4100,2b,2b,2i,C14X,S,35,43669926.7,5971966.856,16.19095183,120.0040662,Lucap Blvd,ABC,35,ALA0278-4,
x,,,ALA4101,2b,2b,2i,C2-1,C,35,,,16.190909,120.004151,,,,,
1233,4,ALA0278-4A,ALA4102,2b,2b,2i,C2-1,S,30,43669948.1,5971936.985,16.190817,120.004257,Lucap Blvd,ABC,25,,
2292,4,ALA0278-4A-01,ALA4103,2b,2b,2i,C14,S,35,43670035.44,5971897.197,16.19076864,120.0043636,Lucap,,12,,
2293,4,ALA0278-5A,ALA4104,2b,2b,2b,C14,S,35,43670090.75,5971863.472,16.190679,120.004517,Lucap,,18,,
2295,4,ALA0278-5B,ALA4105,2b,2b,2b,C14,S,35,43670104.58,5971853.999,16.190654,120.004555,Lucap,,5,,
1235,4,ALA0278-6,ALA4106,2b,2b,2b,C14X,S,35,43670202.51,5971819.902,16.19051073,120.0047808,Lucap Blvd,ABC,55,ALA0278-6,
1236,4,ALA0278-7,ALA4107,2b,2b,2b,C14X,S,35,43670287.26,5971733.142,16.19033506,120.005057,Lucap Blvd,ABC,36,ALA0278-7,
1822,4,ALA1858,ALA4108,2b,2b,2b,C14X,W,35,43670396.43,5971657.356,16.19013506,120.005357,Lucap Blvd,CBA,40,ALA1858,
1823,4,ALA1859,ALA4109,2b,2b,2b,C14X,C,35,43670508.48,5971573.945,16.18991494,120.0056649,Lucap Blvd,CBA,42,ALA1859,
1824,4,ALA1860,ALA4110,2b,2b,2b,C6-C7,W,35,43670550.76,5971525.885,16.18978811,120.0057811,Lucap Blvd,CBA,19,ALA1860,
1825,4,ALA1860-1,ALA4111,2b,2b,,C7,C,35,43670631.18,5971481.524,16.18967104,120.0060021,Lucap Blvd,CBA,27,ALA1860-1,
1237,4,ALA0279,ALA0279,2b,2b,1/0i,C1,C,35,43669467.38,5972388.996,16.19206585,120.002804,Lucap,ABC,50,ALA0279,
2294,4,ALA0279-1,ALA0279A,2b,2b,1/0i,C1,S,35,43669550.72,5972506.902,16.192377,120.003033,Lucap,,42,,
1238,4,ALA0280,ALA0280,2b,2b,1/0i,C1,W,35,43669575.43,5972542.189,16.19247012,120.0031009,Lucap,ABC,55,ALA0280,
1239,4,ALA0281,ALA0281,2b,2b,1/0i,C5,C,35,43669658.07,5972660.03,16.1927811,120.003328,Lucap,ABC,42,ALA0281,
